mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
31	30	175/2	175/2	0.0	0	0	Dynamic	6/8	1	1	0						pp								
31	30	175/2	175/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	518									84
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	519									
31	30	89	89	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	520		articStaccatoBelow							
31	30	175/2	175/2	0.0	0	0	Dynamic	6/8	2	1	0						pp								
31	30	175/2	175/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	521									85
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	522									
31	30	89	89	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	523		articStaccatoBelow							
31	30	175/2	175/2	0.0	0	0	Dynamic	6/8	3	1	0						pp								
31	30	175/2	175/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	524									86
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	525									
31	30	89	89	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	526		articStaccatoBelow							
31	30	175/2	175/2	0.0	0	0	Dynamic	6/8	4	1	0						pp								
31	30	175/2	175/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	527									87
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	528									
31	30	89	89	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	529		articStaccatoAbove							
32	31	181/2	181/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	530									88
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	531									88
32	31	92	92	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	532									
32	31	181/2	181/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	533									89
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	534									89
32	31	92	92	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	535									
32	31	181/2	181/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	536									90
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	537									90
32	31	92	92	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	538									
32	31	181/2	181/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	539									91
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	540									91
32	31	92	92	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	541									
33	32	187/2	187/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""6.4""/><i>poco </i>"						
33	32	187/2	187/2	0.0	0	0	Dynamic	6/8	1	1	0						f								
33	32	187/2	187/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	542									92
33	32	94	94	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	543									92
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	544									
33	32	95	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	545									93
33	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	546									93
33	32	96	96	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	547									
33	32	187/2	187/2	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""6.4""/><i>poco </i>"						
33	32	187/2	187/2	0.0	0	0	Dynamic	6/8	2	1	0						f								
33	32	187/2	187/2	3.0	0	0	Chord	6/8	2	1	3/4			1/2	3/2	548									
33	32	187/2	187/2	0.0	0	0	StaffText	6/8	3	1	0								"<font size=""6.4""/><i>poco </i>"						
33	32	187/2	187/2	0.0	0	0	Dynamic	6/8	3	1	0						f								
33	32	187/2	187/2	3.0	0	0	Chord	6/8	3	1	3/4			1/2	3/2	549									
33	32	187/2	187/2	0.0	0	0	StaffText	6/8	4	1	0								"<font size=""6.4""/><i>poco </i>"						
33	32	187/2	187/2	0.0	0	0	Dynamic	6/8	4	1	0						f								
33	32	187/2	187/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	550									
34	33	193/2	193/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	551									
34	33	98	98	0.0	3/8	3/8	Chord	6/8	1	1	0	acciaccatura		1/8	1	552									
34	33	98	98	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	553									
34	33	193/2	193/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	554									94
34	33	98	98	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	555									
34	33	193/2	193/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	556									95
34	33	98	98	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	557									
34	33	193/2	193/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	558									
34	33	98	98	1.5	3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	559									
35	34	199/2	199/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	560									
35	34	201/2	201/2	0.0	1/4	1/4	Dynamic	6/8	1	1	0						pp								
35	34	201/2	201/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	561									
35	34	201/2	201/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	562									
35	34	201/2	201/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	563									
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	564									96
35	34	101	101	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	565									
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	566		articStaccatoAbove							
35	34	102	102	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	567									
35	34	102	102	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	568									
35	34	102	102	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	569									
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	570									97
35	34	199/2	199/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	571									
35	34	201/2	201/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0						pp								
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	572									98
35	34	101	101	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	573									
35	34	102	102	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	574									99
35	34	199/2	199/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	575									
35	34	201/2	201/2	0.0	1/4	1/4	Dynamic	6/8	3	1	0						pp								
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	576									100
35	34	101	101	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	577									
35	34	102	102	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	578									101
35	34	199/2	199/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	579									
35	34	201/2	201/2	0.0	1/4	1/4	Dynamic	6/8	4	1	0						pp								
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	580									102
35	34	101	101	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	581									
35	34	102	102	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	582									103
36	35	205/2	205/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	583									
36	35	103	103	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	584		articStaccatoAbove							
36	35	207/2	207/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	585									
36	35	207/2	207/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	586									
36	35	207/2	207/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	587									
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	588									104
36	35	104	104	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	589									
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	590		articStaccatoAbove							
36	35	105	105	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	591									105
36	35	421/4	421/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	592									
36	35	205/2	205/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	593									
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	594									
36	35	104	104	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	595									
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	596									
36	35	105	105	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	597									
36	35	205/2	205/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	598									
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	599									
36	35	104	104	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	600									
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	601									
36	35	105	105	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	602									
36	35	205/2	205/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	603									
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	604									
36	35	104	104	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	605									
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	606									
36	35	105	105	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	607									
37	36	211/2	211/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	608									
37	36	213/2	213/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	609									
37	36	213/2	213/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	610									
37	36	213/2	213/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	611									
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	612									106
37	36	107	107	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	613									
37	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	614		articStaccatoAbove							
37	36	108	108	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	615									
37	36	108	108	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	616									
37	36	108	108	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	617									
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	618									107
37	36	211/2	211/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	619									
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	620									108
37	36	107	107	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	621		articStaccatoBelow							
37	36	108	108	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	622									109
37	36	211/2	211/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	623									
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	624									110
37	36	107	107	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	625		articStaccatoBelow							
37	36	108	108	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	626									111
37	36	211/2	211/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	627									
37	36	213/2	213/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	628									112
37	36	107	107	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	629		articStaccatoAbove							
37	36	108	108	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	630									113
38	37	217/2	217/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	631									
38	37	109	109	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	632		articStaccatoAbove							
38	37	219/2	219/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	633									
38	37	219/2	219/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	634									
38	37	219/2	219/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	635									
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	636									
38	37	110	110	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	637		articStaccatoAbove							
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	638		articStaccatoAbove							
38	37	111	111	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	639									
38	37	445/4	445/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	640									
38	37	217/2	217/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	641		articStaccatoBelow							
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	642									
38	37	110	110	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	643									
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	644									
38	37	111	111	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	645									
38	37	217/2	217/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	646		articStaccatoAbove							
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	647									
38	37	110	110	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	648									
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	649									
38	37	111	111	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	650									
38	37	217/2	217/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	651		articStaccatoAbove							
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	652									
38	37	110	110	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	653									
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	654									
38	37	111	111	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	655									
39	38	223/2	223/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	656									
39	38	113	113	0.0	3/8	3/8	Dynamic	6/8	1	1	0						other-dynamics								
39	38	113	113	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	657									
39	38	114	114	0.0	5/8	5/8	Dynamic	6/8	1	1	0						p								
39	38	114	114	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	658									
39	38	114	114	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	659									
39	38	114	114	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	660									
39	38	114	114	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	661									114
39	38	223/2	223/2	0.0	0	0	StaffText	6/8	2	1	0								"<font size=""6.4""/><i>poco </i>"						
39	38	223/2	223/2	0.0	0	0	Dynamic	6/8	2	1	0						f								
39	38	223/2	223/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	662									115
39	38	447/4	447/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	663									115
39	38	112	112	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	664									115
39	38	449/4	449/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	665									115
39	38	225/2	225/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	666									115
39	38	451/4	451/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	667									
39	38	113	113	0.0	3/8	3/8	Dynamic	6/8	2	1	0						p								
39	38	113	113	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	668									116
39	38	453/4	453/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	669									116
39	38	227/2	227/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	670									116
39	38	455/4	455/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	671									116
39	38	114	114	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	672									116
39	38	457/4	457/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	673									
39	38	223/2	223/2	0.0	0	0	StaffText	6/8	3	1	0								"<font size=""6.4""/><i>poco </i>"						
39	38	223/2	223/2	0.0	0	0	Dynamic	6/8	3	1	0						f								
39	38	223/2	223/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	674									117
39	38	447/4	447/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	675									117
39	38	112	112	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	676									117
39	38	449/4	449/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	677									117
39	38	225/2	225/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	678									117
39	38	451/4	451/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	679									
39	38	113	113	0.0	3/8	3/8	Dynamic	6/8	3	1	0						p								
39	38	113	113	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	680									118
39	38	453/4	453/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	681									118
39	38	227/2	227/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	682									118
39	38	455/4	455/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	683									118
39	38	114	114	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	684									118
39	38	457/4	457/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	685									
39	38	223/2	223/2	0.0	0	0	StaffText	6/8	4	1	0								"<font size=""6.4""/><i>poco </i>"						
39	38	223/2	223/2	0.0	0	0	Dynamic	6/8	4	1	0						f								
39	38	223/2	223/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	686									
39	38	229/2	229/2	0.0	3/4	3/4	Dynamic	6/8	4	1	0						p								
40	39	229/2	229/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	687									
40	39	115	115	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	688		articStaccatoAbove							
40	39	231/2	231/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	689									
40	39	231/2	231/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	690									
40	39	231/2	231/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	691									
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	692									119
40	39	116	116	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	693									
40	39	233/2	233/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	694									
40	39	117	117	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	695									
40	39	117	117	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	696									
40	39	117	117	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	697									
40	39	117	117	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	698		articStaccatoAbove							
40	39	229/2	229/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	699									120
40	39	459/4	459/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	700									120
40	39	115	115	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	701									120
40	39	461/4	461/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	702									120
40	39	231/2	231/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	703									120
40	39	463/4	463/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	704									
40	39	116	116	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	705									121
40	39	465/4	465/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	706									121
40	39	233/2	233/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	707									121
40	39	467/4	467/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	708									121
40	39	117	117	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	709									121
40	39	469/4	469/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	710									
40	39	229/2	229/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	711									122
40	39	459/4	459/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	712									122
40	39	115	115	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	713									122
40	39	461/4	461/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	714									122
40	39	231/2	231/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	715									122
40	39	463/4	463/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	716									
40	39	116	116	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	717									123
40	39	465/4	465/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	718									123
40	39	233/2	233/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	719									123
40	39	467/4	467/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	720									123
40	39	117	117	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	721									123
40	39	469/4	469/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	722									
40	39	229/2	229/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	723									
41	40	235/2	235/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	724									124
41	40	237/2	237/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	725		articStaccatoAbove							
41	40	119	119	0.0	3/8	3/8	Dynamic	6/8	1	1	0						other-dynamics								
41	40	119	119	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	726									
41	40	120	120	0.0	5/8	5/8	Dynamic	6/8	1	1	0						p								
41	40	120	120	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	727									
41	40	120	120	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	728									
41	40	120	120	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	729									
41	40	120	120	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	730									125
41	40	235/2	235/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	731									126
41	40	471/4	471/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	732									126
41	40	118	118	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	733									126
41	40	473/4	473/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	734									126
41	40	237/2	237/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	735									126
41	40	475/4	475/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	736									
41	40	119	119	0.0	3/8	3/8	Dynamic	6/8	2	1	0						other-dynamics								
41	40	119	119	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	737									127
41	40	477/4	477/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	738									127
41	40	239/2	239/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	739									127
41	40	479/4	479/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	740									127
41	40	120	120	0.0	5/8	5/8	Dynamic	6/8	2	1	0						p								127
41	40	120	120	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	741									127
41	40	481/4	481/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	742									
41	40	235/2	235/2	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	743									128
41	40	471/4	471/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	744									128
41	40	118	118	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	745									128
41	40	473/4	473/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	746									128
41	40	237/2	237/2	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	747									128
41	40	475/4	475/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	748									
41	40	119	119	0.0	3/8	3/8	Dynamic	6/8	3	1	0						other-dynamics								
41	40	119	119	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	749									129
41	40	477/4	477/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	750									129
41	40	239/2	239/2	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	751									129
41	40	479/4	479/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	752									129
41	40	120	120	0.0	5/8	5/8	Dynamic	6/8	3	1	0						p								129
41	40	120	120	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	753									129
41	40	481/4	481/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	754									
41	40	235/2	235/2	3.0	0	0	Chord	6/8	4	1	3/4			1/2	3/2	755									
42	41	241/2	241/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	756									
42	41	121	121	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	757		articStaccatoAbove							
42	41	243/2	243/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	758									
42	41	243/2	243/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	759									
42	41	243/2	243/2	0.0	1/4	1/4	Chord	6/8	1	1	0	grace16		1/16	1	760									
42	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	761									130
42	41	122	122	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	762									
42	41	245/2	245/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	763		articStaccatoAbove							
42	41	123	123	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	764									
42	41	123	123	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	765									
42	41	123	123	0.0	5/8	5/8	Chord	6/8	1	1	0	grace16		1/16	1	766									
42	41	123	123	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	767									
42	41	241/2	241/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	768									131
42	41	483/4	483/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	769									131
42	41	121	121	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	770									131
42	41	485/4	485/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	771									131
42	41	243/2	243/2	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	772									131
42	41	487/4	487/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	773									
